model tuple,gen,test result
"('111', '0011100000')","{'S_1': '1-11', 'S_2': '0-01-110-0000'}","(0.1158, 2.552157816696167)"
"('111', '0011011111')","{'S_1': '1-11', 'S_2': '0-01-101-1111'}","(0.989, 0.036113866220973435)"
"('111', '0011011110')","{'S_1': '1-11', 'S_2': '0-01-101-1110'}","(0.9877, 0.04019505057856441)"
"('111', '0011011101')","{'S_1': '1-11', 'S_2': '0-01-101-1101'}","(0.989, 0.03607028449838981)"
"('111', '0011011100')","{'S_1': '1-11', 'S_2': '0-01-101-1100'}","(0.9879, 0.03985602297531441)"
"('111', '0011011011')","{'S_1': '1-11', 'S_2': '0-01-101-1011'}","(0.9894, 0.036148293087910864)"
"('111', '0011011010')","{'S_1': '1-11', 'S_2': '0-01-101-1010'}","(0.9878, 0.04000868088379502)"
"('111', '0011011001')","{'S_1': '1-11', 'S_2': '0-01-101-1001'}","(0.9892, 0.03612315483879502)"
"('111', '0011011000')","{'S_1': '1-11', 'S_2': '0-01-101-1000'}","(0.988, 0.03972355650160462)"
"('111', '0011010111')","{'S_1': '1-11', 'S_2': '0-01-101-0111'}","(0.9836, 0.7270313475608826)"
"('111', '0011010110')","{'S_1': '1-11', 'S_2': '0-01-101-0110'}","(0.1151, 2.5663719955444337)"
"('111', '0011010101')","{'S_1': '1-11', 'S_2': '0-01-101-0101'}","(0.9847, 0.637755504322052)"
"('111', '0011010100')","{'S_1': '1-11', 'S_2': '0-01-101-0100'}","(0.1129, 2.570090858459473)"
"('111', '0011010011')","{'S_1': '1-11', 'S_2': '0-01-101-0011'}","(0.9853, 0.6332513569831848)"
"('111', '0011010010')","{'S_1': '1-11', 'S_2': '0-01-101-0010'}","(0.1146, 2.5589559421539305)"
"('111', '0011010001')","{'S_1': '1-11', 'S_2': '0-01-101-0001'}","(0.9864, 0.5499273516654968)"
"('111', '0011010000')","{'S_1': '1-11', 'S_2': '0-01-101-0000'}","(0.1147, 2.5584815937042236)"
"('111', '0011001111')","{'S_1': '1-11', 'S_2': '0-01-100-1111'}","(0.989, 0.03604236791394651)"
"('111', '0011001110')","{'S_1': '1-11', 'S_2': '0-01-100-1110'}","(0.9877, 0.04024231833964586)"
"('111', '0011001101')","{'S_1': '1-11', 'S_2': '0-01-100-1101'}","(0.9889, 0.03596512827798724)"
"('111', '0011001100')","{'S_1': '1-11', 'S_2': '0-01-100-1100'}","(0.988, 0.040029278031736615)"
"('111', '0011001011')","{'S_1': '1-11', 'S_2': '0-01-100-1011'}","(0.9894, 0.036076701181340466)"
"('111', '0011001010')","{'S_1': '1-11', 'S_2': '0-01-100-1010'}","(0.9879, 0.04005279275476933)"
"('111', '0011001001')","{'S_1': '1-11', 'S_2': '0-01-100-1001'}","(0.9891, 0.03601625980706885)"
"('111', '0011001000')","{'S_1': '1-11', 'S_2': '0-01-100-1000'}","(0.9881, 0.03988801442608237)"
"('111', '0011000111')","{'S_1': '1-11', 'S_2': '0-01-100-0111'}","(0.9836, 0.7158512810707093)"
"('111', '0011000110')","{'S_1': '1-11', 'S_2': '0-01-100-0110'}","(0.1147, 2.5719403900146482)"
"('111', '0011000101')","{'S_1': '1-11', 'S_2': '0-01-100-0101'}","(0.9846, 0.6553917748451233)"
"('111', '0011000100')","{'S_1': '1-11', 'S_2': '0-01-100-0100'}","(0.1134, 2.5731979095458986)"
"('111', '0011000011')","{'S_1': '1-11', 'S_2': '0-01-100-0011'}","(0.9855, 0.6237246634483338)"
"('111', '0011000010')","{'S_1': '1-11', 'S_2': '0-01-100-0010'}","(0.115, 2.5642955699920655)"
"('111', '0011000001')","{'S_1': '1-11', 'S_2': '0-01-100-0001'}","(0.9862, 0.565431739616394)"
"('111', '0011000000')","{'S_1': '1-11', 'S_2': '0-01-100-0000'}","(0.1155, 2.5596061336517333)"
"('111', '0010111111')","{'S_1': '1-11', 'S_2': '0-01-011-1111'}","(0.9872, 0.04048405424468219)"
"('111', '0010111110')","{'S_1': '1-11', 'S_2': '0-01-011-1110'}","(0.9872, 0.04036913201138377)"
"('111', '0010111101')","{'S_1': '1-11', 'S_2': '0-01-011-1101'}","(0.9873, 0.04020568875595927)"
"('111', '0010111100')","{'S_1': '1-11', 'S_2': '0-01-011-1100'}","(0.9874, 0.040102701412700115)"
"('111', '0010111011')","{'S_1': '1-11', 'S_2': '0-01-011-1011'}","(0.9872, 0.04035599085636204)"
"('111', '0010111010')","{'S_1': '1-11', 'S_2': '0-01-011-1010'}","(0.9871, 0.04025907663134858)"
"('111', '0010111001')","{'S_1': '1-11', 'S_2': '0-01-011-1001'}","(0.9872, 0.04011199874319136)"
"('111', '0010111000')","{'S_1': '1-11', 'S_2': '0-01-011-1000'}","(0.9871, 0.04003179294019937)"
"('111', '0010110111')","{'S_1': '1-11', 'S_2': '0-01-011-0111'}","(0.0894, 2.309546485519409)"
"('111', '0010110110')","{'S_1': '1-11', 'S_2': '0-01-011-0110'}","(0.0768, 2.3111747596740724)"
"('111', '0010110101')","{'S_1': '1-11', 'S_2': '0-01-011-0101'}","(0.0867, 2.314860070800781)"
"('111', '0010110100')","{'S_1': '1-11', 'S_2': '0-01-011-0100'}","(0.0683, 2.3172852684020997)"
"('111', '0010110011')","{'S_1': '1-11', 'S_2': '0-01-011-0011'}","(0.0967, 2.3038170375823976)"
"('111', '0010110010')","{'S_1': '1-11', 'S_2': '0-01-011-0010'}","(0.0941, 2.3045207050323486)"
"('111', '0010110001')","{'S_1': '1-11', 'S_2': '0-01-011-0001'}","(0.1053, 2.304588031768799)"
"('111', '0010110000')","{'S_1': '1-11', 'S_2': '0-01-011-0000'}","(0.0966, 2.3038773948669435)"
"('111', '0010101111')","{'S_1': '1-11', 'S_2': '0-01-010-1111'}","(0.9872, 0.04058354940451682)"
"('111', '0010101110')","{'S_1': '1-11', 'S_2': '0-01-010-1110'}","(0.9872, 0.040380343230068685)"
"('111', '0010101101')","{'S_1': '1-11', 'S_2': '0-01-010-1101'}","(0.9873, 0.040330542163457724)"
"('111', '0010101100')","{'S_1': '1-11', 'S_2': '0-01-010-1100'}","(0.9874, 0.040173250792175534)"
"('111', '0010101011')","{'S_1': '1-11', 'S_2': '0-01-010-1011'}","(0.9872, 0.040433432643301785)"
"('111', '0010101010')","{'S_1': '1-11', 'S_2': '0-01-010-1010'}","(0.9871, 0.040270368518680336)"
"('111', '0010101001')","{'S_1': '1-11', 'S_2': '0-01-010-1001'}","(0.9872, 0.040227286802139134)"
"('111', '0010101000')","{'S_1': '1-11', 'S_2': '0-01-010-1000'}","(0.987, 0.040095713548362256)"
"('111', '0010100111')","{'S_1': '1-11', 'S_2': '0-01-010-0111'}","(0.0902, 2.3081938522338867)"
"('111', '0010100110')","{'S_1': '1-11', 'S_2': '0-01-010-0110'}","(0.0665, 2.3098074474334718)"
"('111', '0010100101')","{'S_1': '1-11', 'S_2': '0-01-010-0101'}","(0.0867, 2.308852005767822)"
"('111', '0010100100')","{'S_1': '1-11', 'S_2': '0-01-010-0100'}","(0.0619, 2.312734922027588)"
"('111', '0010100011')","{'S_1': '1-11', 'S_2': '0-01-010-0011'}","(0.0955, 2.303746854019165)"
"('111', '0010100010')","{'S_1': '1-11', 'S_2': '0-01-010-0010'}","(0.0737, 2.303268033981323)"
"('111', '0010100001')","{'S_1': '1-11', 'S_2': '0-01-010-0001'}","(0.0964, 2.3031204593658448)"
"('111', '0010100000')","{'S_1': '1-11', 'S_2': '0-01-010-0000'}","(0.1194, 2.301028932952881)"
"('111', '0010011111')","{'S_1': '1-11', 'S_2': '0-01-001-1111'}","(0.9872, 0.04036662575937808)"
"('111', '0010011110')","{'S_1': '1-11', 'S_2': '0-01-001-1110'}","(0.9872, 0.0403485656414181)"
"('111', '0010011101')","{'S_1': '1-11', 'S_2': '0-01-001-1101'}","(0.9874, 0.04010195681937039)"
"('111', '0010011100')","{'S_1': '1-11', 'S_2': '0-01-001-1100'}","(0.9874, 0.04008383366651833)"
"('111', '0010011011')","{'S_1': '1-11', 'S_2': '0-01-001-1011'}","(0.9872, 0.0402549887560308)"
"('111', '0010011010')","{'S_1': '1-11', 'S_2': '0-01-001-1010'}","(0.9872, 0.04023652773350477)"
"('111', '0010011001')","{'S_1': '1-11', 'S_2': '0-01-001-1001'}","(0.987, 0.04002470795251429)"
"('111', '0010011000')","{'S_1': '1-11', 'S_2': '0-01-001-1000'}","(0.987, 0.040008228220883756)"
"('111', '0010010111')","{'S_1': '1-11', 'S_2': '0-01-001-0111'}","(0.0877, 2.3114244091033935)"
"('111', '0010010110')","{'S_1': '1-11', 'S_2': '0-01-001-0110'}","(0.0882, 2.3116099430084227)"
"('111', '0010010101')","{'S_1': '1-11', 'S_2': '0-01-001-0101'}","(0.0795, 2.31920658493042)"
"('111', '0010010100')","{'S_1': '1-11', 'S_2': '0-01-001-0100'}","(0.0792, 2.3194145469665526)"
"('111', '0010010011')","{'S_1': '1-11', 'S_2': '0-01-001-0011'}","(0.0898, 2.3041609588623047)"
"('111', '0010010010')","{'S_1': '1-11', 'S_2': '0-01-001-0010'}","(0.0903, 2.3041126552581788)"
"('111', '0010010001')","{'S_1': '1-11', 'S_2': '0-01-001-0001'}","(0.0883, 2.304264664077759)"
"('111', '0010010000')","{'S_1': '1-11', 'S_2': '0-01-001-0000'}","(0.097, 2.303846492767334)"
"('111', '0010001111')","{'S_1': '1-11', 'S_2': '0-01-000-1111'}","(0.9872, 0.040578814139275346)"
"('111', '0010001110')","{'S_1': '1-11', 'S_2': '0-01-000-1110'}","(0.9872, 0.040354066679254175)"
"('111', '0010001101')","{'S_1': '1-11', 'S_2': '0-01-000-1101'}","(0.9872, 0.04033268153881654)"
"('111', '0010001100')","{'S_1': '1-11', 'S_2': '0-01-000-1100'}","(0.9875, 0.040134167158510536)"
"('111', '0010001011')","{'S_1': '1-11', 'S_2': '0-01-000-1011'}","(0.9871, 0.04043129544528201)"
"('111', '0010001010')","{'S_1': '1-11', 'S_2': '0-01-000-1010'}","(0.9872, 0.04024303074963391)"
"('111', '0010001001')","{'S_1': '1-11', 'S_2': '0-01-000-1001'}","(0.9871, 0.04022341401427984)"
"('111', '0010001000')","{'S_1': '1-11', 'S_2': '0-01-000-1000'}","(0.987, 0.04005846897400916)"
"('111', '0010000111')","{'S_1': '1-11', 'S_2': '0-01-000-0111'}","(0.0883, 2.3085689674377443)"
"('111', '0010000110')","{'S_1': '1-11', 'S_2': '0-01-000-0110'}","(0.0876, 2.31161651802063)"
"('111', '0010000101')","{'S_1': '1-11', 'S_2': '0-01-000-0101'}","(0.0866, 2.3107276668548584)"
"('111', '0010000100')","{'S_1': '1-11', 'S_2': '0-01-000-0100'}","(0.0819, 2.3150965969085693)"
"('111', '0010000011')","{'S_1': '1-11', 'S_2': '0-01-000-0011'}","(0.1121, 2.3037935665130616)"
"('111', '0010000010')","{'S_1': '1-11', 'S_2': '0-01-000-0010'}","(0.0899, 2.3041980171203615)"
"('111', '0010000001')","{'S_1': '1-11', 'S_2': '0-01-000-0001'}","(0.1116, 2.3011923305511472)"
"('111', '0010000000')","{'S_1': '1-11', 'S_2': '0-01-000-0000'}","(0.093, 2.3028179637908934)"
"('111', '0001111111')","{'S_1': '1-11', 'S_2': '0-00-111-1111'}","(0.9888, 0.03649002812355757)"
"('111', '0001111110')","{'S_1': '1-11', 'S_2': '0-00-111-1110'}","(0.9876, 0.04050253694914281)"
"('111', '0001111101')","{'S_1': '1-11', 'S_2': '0-00-111-1101'}","(0.9889, 0.03614631418585777)"
"('111', '0001111100')","{'S_1': '1-11', 'S_2': '0-00-111-1100'}","(0.9879, 0.03987299157120287)"
"('111', '0001111011')","{'S_1': '1-11', 'S_2': '0-00-111-1011'}","(0.9892, 0.03652512608887628)"
"('111', '0001111010')","{'S_1': '1-11', 'S_2': '0-00-111-1010'}","(0.9876, 0.040334519695304334)"
"('111', '0001111001')","{'S_1': '1-11', 'S_2': '0-00-111-1001'}","(0.9892, 0.0362004887563875)"
"('111', '0001111000')","{'S_1': '1-11', 'S_2': '0-00-111-1000'}","(0.988, 0.039742601313535124)"
"('111', '0001110111')","{'S_1': '1-11', 'S_2': '0-00-111-0111'}","(0.9833, 0.7207628915786743)"
"('111', '0001110110')","{'S_1': '1-11', 'S_2': '0-00-111-0110'}","(0.1151, 2.5616345767974855)"
"('111', '0001110101')","{'S_1': '1-11', 'S_2': '0-00-111-0101'}","(0.9845, 0.6471936298370361)"
"('111', '0001110100')","{'S_1': '1-11', 'S_2': '0-00-111-0100'}","(0.1138, 2.5633884002685545)"
"('111', '0001110011')","{'S_1': '1-11', 'S_2': '0-00-111-0011'}","(0.9854, 0.6277219679832459)"
"('111', '0001110010')","{'S_1': '1-11', 'S_2': '0-00-111-0010'}","(0.1159, 2.5536776679992674)"
"('111', '0001110001')","{'S_1': '1-11', 'S_2': '0-00-111-0001'}","(0.9861, 0.5578381814956666)"
"('111', '0001110000')","{'S_1': '1-11', 'S_2': '0-00-111-0000'}","(0.1157, 2.5520435489654543)"
"('111', '0001101111')","{'S_1': '1-11', 'S_2': '0-00-110-1111'}","(0.9889, 0.03642821815111674)"
"('111', '0001101110')","{'S_1': '1-11', 'S_2': '0-00-110-1110'}","(0.9877, 0.04052198467738927)"
"('111', '0001101101')","{'S_1': '1-11', 'S_2': '0-00-110-1101'}","(0.9889, 0.036090572655224244)"
"('111', '0001101100')","{'S_1': '1-11', 'S_2': '0-00-110-1100'}","(0.9879, 0.03988991356864571)"
"('111', '0001101011')","{'S_1': '1-11', 'S_2': '0-00-110-1011'}","(0.9892, 0.036463583005638796)"
"('111', '0001101010')","{'S_1': '1-11', 'S_2': '0-00-110-1010'}","(0.9878, 0.04034482437036931)"
"('111', '0001101001')","{'S_1': '1-11', 'S_2': '0-00-110-1001'}","(0.9892, 0.03614268843084574)"
"('111', '0001101000')","{'S_1': '1-11', 'S_2': '0-00-110-1000'}","(0.9881, 0.03975570694543421)"
"('111', '0001100111')","{'S_1': '1-11', 'S_2': '0-00-110-0111'}","(0.9834, 0.7106708211898803)"
"('111', '0001100110')","{'S_1': '1-11', 'S_2': '0-00-110-0110'}","(0.1148, 2.566183280181885)"
"('111', '0001100101')","{'S_1': '1-11', 'S_2': '0-00-110-0101'}","(0.9845, 0.6382590315818787)"
"('111', '0001100100')","{'S_1': '1-11', 'S_2': '0-00-110-0100'}","(0.1131, 2.568113830947876)"
"('111', '0001100011')","{'S_1': '1-11', 'S_2': '0-00-110-0011'}","(0.9854, 0.6189933472633362)"
"('111', '0001100010')","{'S_1': '1-11', 'S_2': '0-00-110-0010'}","(0.1158, 2.558066654586792)"
"('111', '0001100001')","{'S_1': '1-11', 'S_2': '0-00-110-0001'}","(0.9861, 0.5503214303016662)"
"('111', '0001100000')","{'S_1': '1-11', 'S_2': '0-00-110-0000'}","(0.1154, 2.5565528736114502)"
"('111', '0001011111')","{'S_1': '1-11', 'S_2': '0-00-101-1111'}","(0.9889, 0.036388338934388594)"
"('111', '0001011110')","{'S_1': '1-11', 'S_2': '0-00-101-1110'}","(0.9878, 0.040519767291843894)"
"('111', '0001011101')","{'S_1': '1-11', 'S_2': '0-00-101-1101'}","(0.9889, 0.03605160153070465)"
"('111', '0001011100')","{'S_1': '1-11', 'S_2': '0-00-101-1100'}","(0.9878, 0.03988432134320028)"
"('111', '0001011011')","{'S_1': '1-11', 'S_2': '0-00-101-1011'}","(0.9893, 0.03642830478893593)"
"('111', '0001011010')","{'S_1': '1-11', 'S_2': '0-00-101-1010'}","(0.9878, 0.04035057589635253)"
"('111', '0001011001')","{'S_1': '1-11', 'S_2': '0-00-101-1001'}","(0.9892, 0.03610534088183195)"
"('111', '0001011000')","{'S_1': '1-11', 'S_2': '0-00-101-1000'}","(0.988, 0.03975329482667148)"
"('111', '0001010111')","{'S_1': '1-11', 'S_2': '0-00-101-0111'}","(0.9843, 0.7090099684715271)"
"('111', '0001010110')","{'S_1': '1-11', 'S_2': '0-00-101-0110'}","(0.116, 2.56951400680542)"
"('111', '0001010101')","{'S_1': '1-11', 'S_2': '0-00-101-0101'}","(0.9847, 0.6365792123794556)"
"('111', '0001010100')","{'S_1': '1-11', 'S_2': '0-00-101-0100'}","(0.1147, 2.571094668197632)"
"('111', '0001010011')","{'S_1': '1-11', 'S_2': '0-00-101-0011'}","(0.9859, 0.6175073862075806)"
"('111', '0001010010')","{'S_1': '1-11', 'S_2': '0-00-101-0010'}","(0.1179, 2.561350954437256)"
"('111', '0001010001')","{'S_1': '1-11', 'S_2': '0-00-101-0001'}","(0.9864, 0.5489721046447754)"
"('111', '0001010000')","{'S_1': '1-11', 'S_2': '0-00-101-0000'}","(0.1156, 2.5593416591644287)"
"('111', '0001001111')","{'S_1': '1-11', 'S_2': '0-00-100-1111'}","(0.9889, 0.03632809030518402)"
"('111', '0001001110')","{'S_1': '1-11', 'S_2': '0-00-100-1110'}","(0.9878, 0.040538132464140654)"
"('111', '0001001101')","{'S_1': '1-11', 'S_2': '0-00-100-1101'}","(0.989, 0.035997864048462364)"
"('111', '0001001100')","{'S_1': '1-11', 'S_2': '0-00-100-1100'}","(0.988, 0.039898184910137205)"
"('111', '0001001011')","{'S_1': '1-11', 'S_2': '0-00-100-1011'}","(0.9893, 0.03637074352990167)"
"('111', '0001001010')","{'S_1': '1-11', 'S_2': '0-00-100-1010'}","(0.9879, 0.04036437610834837)"
"('111', '0001001001')","{'S_1': '1-11', 'S_2': '0-00-100-1001'}","(0.9892, 0.03605110003650189)"
"('111', '0001001000')","{'S_1': '1-11', 'S_2': '0-00-100-1000'}","(0.9881, 0.03976299358932302)"
"('111', '0001000111')","{'S_1': '1-11', 'S_2': '0-00-100-0111'}","(0.9841, 0.6993702218055725)"
"('111', '0001000110')","{'S_1': '1-11', 'S_2': '0-00-100-0110'}","(0.1152, 2.5741412422180177)"
"('111', '0001000101')","{'S_1': '1-11', 'S_2': '0-00-100-0101'}","(0.985, 0.6280972848892212)"
"('111', '0001000100')","{'S_1': '1-11', 'S_2': '0-00-100-0100'}","(0.1128, 2.5758799381256106)"
"('111', '0001000011')","{'S_1': '1-11', 'S_2': '0-00-100-0011'}","(0.9858, 0.6092371870040894)"
"('111', '0001000010')","{'S_1': '1-11', 'S_2': '0-00-100-0010'}","(0.1162, 2.565715174484253)"
"('111', '0001000001')","{'S_1': '1-11', 'S_2': '0-00-100-0001'}","(0.9867, 0.5418861110687256)"
"('111', '0001000000')","{'S_1': '1-11', 'S_2': '0-00-100-0000'}","(0.1148, 2.5638211585998536)"
"('111', '0000111111')","{'S_1': '1-11', 'S_2': '0-00-011-1111'}","(0.987, 0.040917045460641385)"
"('111', '0000111110')","{'S_1': '1-11', 'S_2': '0-00-011-1110'}","(0.9869, 0.04068084722049534)"
"('111', '0000111101')","{'S_1': '1-11', 'S_2': '0-00-011-1101'}","(0.9872, 0.040285098807513714)"
"('111', '0000111100')","{'S_1': '1-11', 'S_2': '0-00-011-1100'}","(0.9874, 0.040066387286782267)"
"('111', '0000111011')","{'S_1': '1-11', 'S_2': '0-00-011-1011'}","(0.9871, 0.040793310304102486)"
"('111', '0000111010')","{'S_1': '1-11', 'S_2': '0-00-011-1010'}","(0.9871, 0.040586756466329095)"
"('111', '0000111001')","{'S_1': '1-11', 'S_2': '0-00-011-1001'}","(0.9872, 0.040181815310567616)"
"('111', '0000111000')","{'S_1': '1-11', 'S_2': '0-00-011-1000'}","(0.9872, 0.03998683255668729)"
"('111', '0000110111')","{'S_1': '1-11', 'S_2': '0-00-011-0111'}","(0.0886, 2.309091614151001)"
"('111', '0000110110')","{'S_1': '1-11', 'S_2': '0-00-011-0110'}","(0.0868, 2.3107240432739258)"
"('111', '0000110101')","{'S_1': '1-11', 'S_2': '0-00-011-0101'}","(0.0877, 2.3115647022247314)"
"('111', '0000110100')","{'S_1': '1-11', 'S_2': '0-00-011-0100'}","(0.0621, 2.3163096168518065)"
"('111', '0000110011')","{'S_1': '1-11', 'S_2': '0-00-011-0011'}","(0.0879, 2.303848531341553)"
"('111', '0000110010')","{'S_1': '1-11', 'S_2': '0-00-011-0010'}","(0.0826, 2.3040487064361574)"
"('111', '0000110001')","{'S_1': '1-11', 'S_2': '0-00-011-0001'}","(0.0985, 2.3040854736328127)"
"('111', '0000110000')","{'S_1': '1-11', 'S_2': '0-00-011-0000'}","(0.1228, 2.3007575634002686)"
"('111', '0000101111')","{'S_1': '1-11', 'S_2': '0-00-010-1111'}","(0.987, 0.04091654620990157)"
"('111', '0000101110')","{'S_1': '1-11', 'S_2': '0-00-010-1110'}","(0.987, 0.04073333794251084)"
"('111', '0000101101')","{'S_1': '1-11', 'S_2': '0-00-010-1101'}","(0.9872, 0.04028626010492444)"
"('111', '0000101100')","{'S_1': '1-11', 'S_2': '0-00-010-1100'}","(0.9873, 0.040114080583304165)"
"('111', '0000101011')","{'S_1': '1-11', 'S_2': '0-00-010-1011'}","(0.9871, 0.04078819813989103)"
"('111', '0000101010')","{'S_1': '1-11', 'S_2': '0-00-010-1010'}","(0.9871, 0.040641292559355495)"
"('111', '0000101001')","{'S_1': '1-11', 'S_2': '0-00-010-1001'}","(0.9872, 0.04017752475515008)"
"('111', '0000101000')","{'S_1': '1-11', 'S_2': '0-00-010-1000'}","(0.9872, 0.04004237463362515)"
"('111', '0000100111')","{'S_1': '1-11', 'S_2': '0-00-010-0111'}","(0.0879, 2.3089970726013185)"
"('111', '0000100110')","{'S_1': '1-11', 'S_2': '0-00-010-0110'}","(0.0823, 2.3107292621612547)"
"('111', '0000100101')","{'S_1': '1-11', 'S_2': '0-00-010-0101'}","(0.0889, 2.3114062995910643)"
"('111', '0000100100')","{'S_1': '1-11', 'S_2': '0-00-010-0100'}","(0.0601, 2.315931575012207)"
"('111', '0000100011')","{'S_1': '1-11', 'S_2': '0-00-010-0011'}","(0.0757, 2.3041984676361085)"
"('111', '0000100010')","{'S_1': '1-11', 'S_2': '0-00-010-0010'}","(0.0706, 2.3044583976745607)"
"('111', '0000100001')","{'S_1': '1-11', 'S_2': '0-00-010-0001'}","(0.1137, 2.303834693145752)"
"('111', '0000100000')","{'S_1': '1-11', 'S_2': '0-00-010-0000'}","(0.0751, 2.3026643589019775)"
"('111', '0000011111')","{'S_1': '1-11', 'S_2': '0-00-001-1111'}","(0.987, 0.04093558689802885)"
"('111', '0000011110')","{'S_1': '1-11', 'S_2': '0-00-001-1110'}","(0.9871, 0.0406860372364521)"
"('111', '0000011101')","{'S_1': '1-11', 'S_2': '0-00-001-1101'}","(0.9872, 0.040300840219296516)"
"('111', '0000011100')","{'S_1': '1-11', 'S_2': '0-00-001-1100'}","(0.9874, 0.04006540539264679)"
"('111', '0000011011')","{'S_1': '1-11', 'S_2': '0-00-001-1011'}","(0.987, 0.04081593372412026)"
"('111', '0000011010')","{'S_1': '1-11', 'S_2': '0-00-001-1010'}","(0.9871, 0.040588919635675846)"
"('111', '0000011001')","{'S_1': '1-11', 'S_2': '0-00-001-1001'}","(0.987, 0.04020372706800699)"
"('111', '0000011000')","{'S_1': '1-11', 'S_2': '0-00-001-1000'}","(0.9873, 0.03998864721911959)"
"('111', '0000010111')","{'S_1': '1-11', 'S_2': '0-00-001-0111'}","(0.0884, 2.3099479354858397)"
"('111', '0000010110')","{'S_1': '1-11', 'S_2': '0-00-001-0110'}","(0.0869, 2.314307829666138)"
"('111', '0000010101')","{'S_1': '1-11', 'S_2': '0-00-001-0101'}","(0.0865, 2.3126182678222658)"
"('111', '0000010100')","{'S_1': '1-11', 'S_2': '0-00-001-0100'}","(0.0712, 2.319762163925171)"
"('111', '0000010011')","{'S_1': '1-11', 'S_2': '0-00-001-0011'}","(0.0832, 2.303579961013794)"
"('111', '0000010010')","{'S_1': '1-11', 'S_2': '0-00-001-0010'}","(0.0681, 2.30424460105896)"
"('111', '0000010001')","{'S_1': '1-11', 'S_2': '0-00-001-0001'}","(0.094, 2.3037393585205077)"
"('111', '0000010000')","{'S_1': '1-11', 'S_2': '0-00-001-0000'}","(0.1014, 2.301714835357666)"
"('111', '0000001111')","{'S_1': '1-11', 'S_2': '0-00-000-1111'}","(0.9871, 0.040919653532654046)"
"('111', '0000001110')","{'S_1': '1-11', 'S_2': '0-00-000-1110'}","(0.987, 0.0407043886361178)"
"('111', '0000001101')","{'S_1': '1-11', 'S_2': '0-00-000-1101'}","(0.9874, 0.04028385559627786)"
"('111', '0000001100')","{'S_1': '1-11', 'S_2': '0-00-000-1100'}","(0.9874, 0.040090315003320574)"
"('111', '0000001011')","{'S_1': '1-11', 'S_2': '0-00-000-1011'}","(0.987, 0.040795115989074114)"
"('111', '0000001010')","{'S_1': '1-11', 'S_2': '0-00-000-1010'}","(0.9872, 0.04061146032363176)"
"('111', '0000001001')","{'S_1': '1-11', 'S_2': '0-00-000-1001'}","(0.9872, 0.04017395700067282)"
"('111', '0000001000')","{'S_1': '1-11', 'S_2': '0-00-000-1000'}","(0.987, 0.04001369873285294)"
"('111', '0000000111')","{'S_1': '1-11', 'S_2': '0-00-000-0111'}","(0.0889, 2.310669777297974)"
"('111', '0000000110')","{'S_1': '1-11', 'S_2': '0-00-000-0110'}","(0.0822, 2.3131629566192626)"
"('111', '0000000101')","{'S_1': '1-11', 'S_2': '0-00-000-0101'}","(0.0838, 2.314776221084595)"
"('111', '0000000100')","{'S_1': '1-11', 'S_2': '0-00-000-0100'}","(0.0781, 2.3193868545532226)"
